,index,Global_active_power,Global_reactive_power,Voltage,Sub_metering_total,Hour,Minutes,day,month,year
45434,1329056,0.888,0.238,239.37,11,16,20,26,6,2009
45435,1049769,1.794,0.058,236.56,18,17,33,14,12,2008
45436,383032,1.452,0.282,237.98,19,17,16,8,9,2007
45437,750205,0.778,0.116,241.35,11,16,49,20,5,2008
45438,1409059,0.248,0.128,242.68,0,5,43,21,8,2009
45439,1024438,0.21,0.06,242.91,0,3,22,27,11,2008
45440,663331,1.616,0,237.88,17,8,55,21,3,2008
45441,1154746,0.406,0.24,243.67,1,15,10,25,2,2009
45442,992123,0.726,0.27,240.25,1,16,47,4,11,2008
45443,660100,0.438,0.24,246.45,0,3,4,19,3,2008
45444,1840507,1.106,0.372,241.18,2,20,31,16,6,2010
45445,774679,0.338,0,242.78,1,16,43,6,6,2008
45446,719224,0.984,0.218,241.49,12,4,28,29,4,2008
45447,1518750,1.328,0,243.58,19,9,54,5,11,2009
45448,501319,2.67,0,237.71,17,20,43,29,11,2007
45449,625108,2.316,0.336,235.91,18,19,52,23,2,2008
45450,1063624,1.458,0.18,243.11,19,8,28,24,12,2008
45451,1157180,1.596,0,238.98,0,7,44,27,2,2009
45452,318030,0.202,0.086,235.79,0,13,54,25,7,2007
45453,1499351,0.612,0.062,243.18,1,22,35,22,10,2009
45454,250483,0.432,0.228,239.91,2,16,7,8,6,2007
45455,502633,3.51,0.188,238.35,26,18,37,30,11,2007
45456,366261,0.186,0.092,238.41,0,1,45,28,8,2007
45457,332752,0.336,0.13,238.07,0,19,16,4,8,2007
45458,102749,0.288,0.09,240.22,0,1,53,26,2,2007
45459,587025,2.282,0.168,237,17,9,9,28,1,2008
45460,299211,0.204,0.108,241.32,1,12,15,12,7,2007
45461,895142,0.08,0,240.52,0,8,26,29,8,2008
45462,803403,2.532,0.196,237.17,38,15,27,26,6,2008
45463,1098900,2.224,0.114,239.85,17,20,24,17,1,2009
45464,99145,1.324,0,241.45,18,13,49,23,2,2007
45465,985407,0.268,0,237.82,0,0,51,31,10,2008
45466,607288,1.338,0,242.15,18,10,52,11,2,2008
45467,352691,0.104,0,241.27,0,15,35,18,8,2007
45468,1596566,1.418,0.2,243.42,1,10,50,29,12,2009
45469,785412,0.25,0.132,239.68,1,3,36,14,6,2008
45470,1307419,2.174,0.258,241.7,31,15,43,11,6,2009
45471,37194,0.224,0.048,243.17,0,13,18,11,1,2007
45472,822700,0.312,0.258,238.67,2,1,4,10,7,2008
45473,934944,0.4,0.36,244,3,23,48,25,9,2008
45474,807239,0.14,0,240.49,0,7,23,29,6,2008
45475,323266,0.102,0,237.33,0,5,10,29,7,2007
45476,1994159,1.384,0.046,241.55,20,13,23,1,10,2010
45477,1110901,0.326,0.102,245.45,0,4,25,26,1,2009
45478,386750,0.764,0,238.13,0,7,14,11,9,2007
45479,1304161,1.254,0,238.24,18,9,25,9,6,2009
45480,1055727,2.702,0,241.04,18,20,51,18,12,2008
45481,565513,0.444,0.066,238.99,0,10,37,13,1,2008
45482,1497341,0.392,0.108,242.12,3,13,5,21,10,2009
45483,383670,0.22,0.108,239.84,0,3,54,9,9,2007
45484,226307,1.264,0.232,235.54,5,21,11,22,5,2007
45485,808935,1.53,0.214,239.83,18,11,39,30,6,2008
45486,1898862,0.556,0.154,240,1,9,6,27,7,2010
45487,1375822,0.804,0.106,242.33,0,3,46,29,7,2009
45488,659163,1.306,0,241.57,18,11,27,18,3,2008
45489,342325,1.4,0.24,234.02,18,10,49,11,8,2007
45490,736014,1.522,0.184,241.09,19,20,18,10,5,2008
45491,2047177,0.518,0.314,242.24,2,9,1,7,11,2010
45492,72925,1.63,0.132,239.81,18,8,49,5,2,2007
45493,1538257,0.36,0.154,242.93,2,23,1,18,11,2009
45494,1670634,0.984,0.096,240.59,0,21,18,18,2,2010
45495,1494921,3.04,0,239.03,18,20,45,19,10,2009
45496,1603266,0.28,0,245.14,1,2,30,3,1,2010
45497,1748771,0.316,0.088,241.59,2,3,35,14,4,2010
45498,397467,1.186,0,237.81,18,17,51,18,9,2007
45499,1643641,0.476,0.36,246.97,2,3,25,31,1,2010
45500,1487353,0.466,0.048,239.06,1,14,37,14,10,2009
45501,1873293,0.604,0.314,242.52,2,14,57,9,7,2010
45502,916452,0.226,0.086,242.53,0,3,36,13,9,2008
45503,487230,0.354,0.122,240.5,0,1,54,20,11,2007
45504,1824852,3.05,0.192,239.36,45,23,36,5,6,2010
45505,59835,0.326,0.15,246.41,0,6,39,27,1,2007
45506,36903,1.852,0.076,243.9,29,8,27,11,1,2007
45507,1296014,0.436,0.22,240.92,1,17,38,3,6,2009
45508,274643,0.182,0.066,238.41,0,10,47,25,6,2007
45509,1321761,0.156,0,243.1,0,14,45,21,6,2009
45510,115886,0.296,0.082,242.14,2,4,50,7,3,2007
45511,996534,0.61,0.064,238.98,0,18,18,7,11,2008
45512,1391210,0.138,0,242.24,0,20,14,8,8,2009
45513,681447,1.774,0.102,239.96,1,22,51,2,4,2008
45514,1483864,0.244,0,243.49,1,4,28,12,10,2009
45515,731367,2.702,0.146,240.43,39,14,51,7,5,2008
45516,253089,1.388,0.112,239.18,19,11,33,10,6,2007
45517,924504,0.764,0.22,239.83,1,17,48,18,9,2008
45518,877723,0.248,0.252,243.64,3,6,7,17,8,2008
45519,57445,0.408,0,246.27,0,14,49,25,1,2007
45520,85097,2.492,0.274,234.79,25,19,41,13,2,2007
45521,648430,0.556,0,243.33,0,0,34,11,3,2008
45522,1547477,1.422,0.156,240.45,19,8,41,25,11,2009
45523,992784,0.352,0.058,242.02,2,3,48,5,11,2008
45524,674208,0.992,0.058,242.27,0,22,12,28,3,2008
45525,1030163,0.382,0.098,247.21,0,2,47,1,12,2008
45526,379154,0.512,0.304,241.37,5,0,38,6,9,2007
45527,2051870,1.446,0.082,241.12,19,15,14,10,11,2010
45528,1694772,0.818,0,242.97,1,15,36,7,3,2010
45529,1526762,0.478,0.268,244.85,2,23,26,10,11,2009
45530,434340,0.266,0,240.88,0,8,24,14,10,2007
45531,410325,1.324,0.056,240.03,18,16,9,27,9,2007
45532,1031165,1.38,0,237.54,0,19,29,1,12,2008
45533,1573312,0.346,0.13,245.75,1,7,16,13,12,2009
45534,550881,2.71,0.134,242.04,0,6,45,3,1,2008
45535,1159744,0.27,0.046,247.85,0,2,28,1,3,2009
45536,1536749,2.64,0.06,239.7,18,21,53,17,11,2009
45537,1233034,0.868,0.104,245.17,1,23,58,20,4,2009
45538,1209705,1.754,0.152,237.31,23,19,9,4,4,2009
45539,1765153,1.972,0,236.44,18,12,37,25,4,2010
45540,2036826,1.472,0.172,246.1,2,4,30,31,10,2010
45541,1942222,0.188,0,242.09,1,11,46,26,8,2010
45542,1334513,1.59,0.234,239.87,18,11,17,30,6,2009
45543,2015858,0.4,0.202,243.53,2,15,2,16,10,2010
45544,274175,0.184,0.088,240.57,1,2,59,25,6,2007
45545,593904,0.308,0.076,245.19,0,3,48,2,2,2008
45546,1231551,0.76,0.072,245.23,1,23,15,19,4,2009
45547,1403428,1.282,0,241.43,18,7,52,17,8,2009
45548,313528,1.736,0.364,232.26,19,10,52,22,7,2007
45549,396524,0.214,0.092,239.92,0,2,8,18,9,2007
45550,1181839,1.48,0.194,243.51,19,10,43,16,3,2009
45551,1380227,1.284,0.108,241.24,19,5,11,1,8,2009
45552,797109,0.136,0,239.29,1,6,33,22,6,2008
45553,517231,3,0.054,237.66,37,21,55,10,12,2007
45554,1749675,0.252,0,240.13,0,18,39,14,4,2010
45555,1289621,0.298,0,242.67,1,7,5,30,5,2009
45556,1692649,0.254,0,244.11,0,4,13,6,3,2010
45557,3578,0.418,0.232,243.35,0,5,2,19,12,2006
45558,1673548,1.558,0,241.68,1,21,52,20,2,2010
45559,695288,0.796,0.296,242.61,1,13,32,12,4,2008
45560,1836959,1.326,0.084,238.51,18,9,23,14,6,2010
45561,1532380,2.498,0.286,240.47,23,21,4,14,11,2009
45562,55510,2.52,0.094,242.74,2,6,34,24,1,2007
45563,1954393,1.026,0,244.63,1,22,37,3,9,2010
45564,20438,0.55,0.122,238.58,1,22,2,30,12,2006
45565,437220,1.422,0.192,238.15,17,8,24,16,10,2007
45566,942431,0.414,0.202,243.06,0,4,35,1,10,2008
45567,1355708,0.316,0.198,242.7,2,4,32,15,7,2009
45568,474263,0.626,0.314,241.75,1,1,47,11,11,2007
45569,246937,0.178,0.046,236.58,0,5,1,6,6,2007
45570,1477555,1.866,0.048,236.45,1,19,19,7,10,2009
45571,885075,0.08,0,240.35,1,8,39,22,8,2008
45572,1695717,2.152,0,243.74,19,7,21,8,3,2010
45573,275773,0.14,0,240.79,1,5,37,26,6,2007
45574,679868,2.82,0.048,234.78,17,20,32,1,4,2008
45575,1773077,0.244,0,244.25,1,0,41,1,5,2010
45576,1117677,2.1,0.058,245.51,0,21,21,30,1,2009
45577,795054,2.184,0.326,240.54,31,20,18,20,6,2008
45578,1976186,0.298,0.052,239.61,1,1,50,19,9,2010
45579,1536138,1.306,0,242.06,19,11,42,17,11,2009
45580,1226749,0.388,0.118,245.2,1,15,13,16,4,2009
45581,772382,0.192,0,237.55,1,2,26,5,6,2008
45582,1105232,0.432,0.178,247.09,1,5,56,22,1,2009
45583,1014004,2.22,0,237.92,18,21,28,19,11,2008
45584,354176,2.626,0.248,238.96,39,16,20,19,8,2007
45585,1225171,0.318,0,243.93,0,12,55,15,4,2009
45586,2040213,0.296,0,244.89,1,12,57,2,11,2010
45587,1487691,1.492,0.11,238.55,1,20,15,14,10,2009
45588,838804,0.238,0.094,239.05,2,5,28,21,7,2008
45589,916559,0.166,0,240.32,1,5,23,13,9,2008
45590,1940967,0.274,0.114,243.68,0,14,51,25,8,2010
45591,1822831,1.956,0.338,236.24,20,13,55,4,6,2010
45592,1094989,0.288,0.062,243.55,0,3,13,15,1,2009
45593,771199,1.336,0.086,233.27,18,6,43,4,6,2008
45594,1722603,1.204,0.056,238.99,1,23,27,26,3,2010
45595,885728,0.162,0.13,244.56,1,19,32,22,8,2008
45596,454246,0.292,0.098,241.89,1,4,10,28,10,2007
45597,374433,1.84,0.084,237.19,17,17,57,2,9,2007
45598,1762629,0.91,0.266,242.39,11,18,33,23,4,2010
45599,1076651,1.424,0.078,242,18,9,35,2,1,2009
45600,165513,0.37,0.166,241.51,0,15,57,10,4,2007
45601,119483,0.316,0,242.49,0,16,47,9,3,2007
45602,1761241,0.544,0.13,237.85,1,19,25,22,4,2010
45603,1112800,0.488,0.108,242.3,0,12,4,27,1,2009
45604,1823907,1.502,0.186,241.92,20,7,51,5,6,2010
45605,1344590,0.956,0,239.64,0,11,14,7,7,2009
45606,1341608,1.48,0.25,240.78,20,9,32,5,7,2009
45607,29642,0.326,0.162,241.77,1,7,26,6,1,2007
45608,867768,0.162,0.14,240.68,2,8,12,10,8,2008
45609,1721029,2.83,0.258,238.99,24,21,13,25,3,2010
45610,1975960,1.716,0.276,241.25,20,22,4,18,9,2010
45611,859658,0.608,0.202,237.59,1,17,2,4,8,2008
45612,747804,0.414,0.358,243.21,3,0,48,19,5,2008
45613,715103,0.342,0.104,239.11,1,7,47,26,4,2008
45614,1656930,1.33,0,242.42,18,8,54,9,2,2010
45615,972651,0.25,0,245,0,4,15,22,10,2008
45616,555040,0.264,0,246.06,0,4,4,6,1,2008
45617,1771126,0.244,0,244.65,1,16,10,29,4,2010
45618,717993,0.436,0.234,241.59,2,7,57,28,4,2008
45619,27550,1.296,0.262,236.28,1,20,34,4,1,2007
45620,1473024,0.548,0.096,240.77,0,15,48,4,10,2009
45621,94391,2.516,0.232,241.14,1,6,35,20,2,2007
45622,2012052,0.304,0.054,244.77,1,23,36,13,10,2010
45623,713173,1.348,0,243.4,19,23,37,24,4,2008
45624,1856435,2.276,0.214,241.18,21,21,59,27,6,2010
45625,1282710,0.332,0.126,237.09,2,11,54,25,5,2009
45626,1398739,0.276,0.152,242.39,1,1,43,14,8,2009
45627,989843,0.426,0.052,244.7,0,2,47,3,11,2008
45628,1877882,0.444,0.348,241.96,2,19,26,12,7,2010
45629,340689,0.102,0,235.82,0,7,33,10,8,2007
45630,1751717,0.252,0.046,242.66,1,4,41,16,4,2010
45631,399525,0.112,0,242.67,0,4,9,20,9,2007
45632,895215,0.278,0.272,240.43,3,9,39,29,8,2008
45633,427814,0.986,0.194,235.3,0,19,38,9,10,2007
45634,1670361,1.404,0,246.42,19,16,45,18,2,2010
45635,1143447,0.304,0.064,239.14,0,18,51,17,2,2009
45636,1721374,0.858,0.196,244.17,11,2,58,26,3,2010
45637,263871,0.172,0,244.1,0,23,15,17,6,2007
45638,1097729,1.67,0.324,244.81,1,0,53,17,1,2009
45639,441070,1.3,0.046,241.72,18,0,34,19,10,2007
45640,37729,1.362,0.256,242.51,0,22,13,11,1,2007
45641,197310,0.224,0.126,238.43,0,17,54,2,5,2007
45642,1768942,0.488,0.328,242.88,2,3,46,28,4,2010
45643,2071893,1.388,0.066,239.58,18,12,57,24,11,2010
45644,855355,0.238,0.126,239.42,1,17,19,1,8,2008
45645,1161167,0.348,0.088,244.73,2,2,11,2,3,2009
45646,399830,1.212,0,237.1,19,9,14,20,9,2007
45647,673755,1.314,0,243.38,18,14,39,28,3,2008
45648,1202939,0.39,0.106,243.88,0,2,23,31,3,2009
45649,899182,0.24,0.118,240.3,1,3,46,1,9,2008
45650,575237,0.238,0,243.86,0,4,41,20,1,2008
45651,1368840,0.304,0.258,242.83,2,7,24,24,7,2009
45652,435882,1.346,0.074,237.62,18,10,6,15,10,2007
45653,1943104,0.19,0,242.01,0,2,28,27,8,2010
45654,829733,0.646,0.116,239.86,1,22,17,14,7,2008
45655,1736984,0.428,0.118,244.31,1,23,8,5,4,2010
45656,159961,2.524,0.33,238.01,35,19,25,6,4,2007
45657,1968259,1.28,0.06,242.01,18,13,43,13,9,2010
45658,1832910,0.248,0.09,240.55,2,13,54,11,6,2010
45659,472371,2.336,0.08,236.9,18,18,15,9,11,2007
45660,2021965,2.874,0.17,238.81,19,20,49,20,10,2010
45661,1514108,0.236,0,242.03,0,4,32,2,11,2009
45662,564131,1.704,0.188,239.47,19,11,35,12,1,2008
45663,1766430,1.16,0,240.68,0,9,54,26,4,2010
45664,859672,0.548,0.224,238.29,2,17,16,4,8,2008
45665,43153,1.418,0.154,242.82,18,16,37,15,1,2007
45666,1272258,0.314,0.076,240.33,2,5,42,18,5,2009
45667,1413186,1.05,0.402,240.61,14,2,30,24,8,2009
45668,1777041,0.776,0.168,235.54,1,18,45,3,5,2010
45669,113067,0.324,0.096,241.34,0,5,51,5,3,2007
45670,1163003,2.8,0.338,241.64,19,8,47,3,3,2009
45671,407789,2.648,0.292,235.07,18,21,53,25,9,2007
45672,156320,1.426,0.074,239.49,17,6,44,4,4,2007
45673,1676557,0.25,0.05,242.2,0,0,1,23,2,2010
45674,777824,1.204,0.41,240.8,1,21,8,8,6,2008
45675,1233167,1.31,0,241.91,1,2,11,21,4,2009
45676,385530,0.348,0.316,235.15,1,10,54,10,9,2007
45677,983807,0.76,0.056,240.35,1,22,11,29,10,2008
45678,225782,0.306,0.072,235.97,0,12,26,22,5,2007
45679,750743,0.154,0,241.07,0,1,47,21,5,2008
45680,296629,0.206,0.108,240.83,1,17,13,10,7,2007
45681,796978,0.3,0.23,238.25,2,4,22,22,6,2008
45682,561355,1.462,0.056,240.26,18,13,19,10,1,2008
45683,921872,1.518,0.112,238.71,0,21,56,16,9,2008
45684,545751,1.728,0.092,232.69,2,17,15,30,12,2007
45685,1256409,0.382,0.176,240.08,2,5,33,7,5,2009
45686,436667,0.362,0.096,246.08,1,23,11,15,10,2007
45687,282422,1.644,0.344,239.85,19,20,26,30,6,2007
45688,224802,0.476,0.052,237.18,0,20,6,21,5,2007
45689,55603,2.85,0.09,238.27,18,8,7,24,1,2007
45690,896852,0.078,0,238.21,1,12,56,30,8,2008
45691,1365231,0.254,0.146,244.98,1,19,15,21,7,2009
45692,1658336,1.814,0.1,238.42,18,8,20,10,2,2010
45693,202732,1.23,0.206,233.84,1,12,16,6,5,2007
45694,968758,1.52,0.196,238.37,19,11,22,19,10,2008
45695,222343,0.324,0.086,237.4,0,3,7,20,5,2007
45696,1708560,0.364,0.138,241.59,1,5,24,17,3,2010
45697,737705,0.284,0.13,241.67,1,0,29,12,5,2008
45698,249529,0.358,0.196,239,2,0,13,8,6,2007
45699,988244,0.6,0.196,244.54,0,0,8,2,11,2008
45700,86778,0.328,0.094,241.71,0,23,42,14,2,2007
45701,1910738,0.244,0.11,241.62,1,15,2,4,8,2010
45702,1751424,0.332,0.06,245,0,23,48,15,4,2010
45703,174692,0.28,0.138,242.76,0,0,56,17,4,2007
45704,445684,0.328,0.106,242.69,0,5,28,22,10,2007
45705,1138110,0.366,0.178,240.78,2,1,54,14,2,2009
45706,1398436,0.9,0.268,241.62,3,20,40,13,8,2009
45707,1335257,0.366,0.262,245.22,3,23,41,30,6,2009
45708,1602542,0.326,0.122,242.16,1,14,26,2,1,2010
45709,470836,0.338,0.08,242.33,0,16,40,8,11,2007
45710,1722160,1.428,0.116,243.42,18,16,4,26,3,2010
45711,709596,0.386,0.202,242.13,2,12,0,22,4,2008
45712,1461769,0.45,0.324,238.46,2,20,13,26,9,2009
45713,1457939,0.132,0,240.54,0,4,23,24,9,2009
45714,866299,0.08,0,239.56,0,7,43,9,8,2008
45715,1409503,1.044,0.358,238.23,14,13,7,21,8,2009
45716,53574,1.54,0,241.98,0,22,18,22,1,2007
45717,1167872,1.414,0,235.46,17,17,56,6,3,2009
45718,1362546,0.55,0,242.19,1,22,30,19,7,2009
45719,1061734,1.252,0.13,244.29,1,0,58,23,12,2008
45720,1372604,0.234,0.128,241.47,2,22,8,26,7,2009
45721,1021696,2.332,0.082,240.78,18,5,40,25,11,2008
45722,1921212,0.256,0.116,240.22,1,21,36,11,8,2010
45723,1438809,2.438,0.096,240.27,1,21,33,10,9,2009
45724,324946,0.252,0.162,234.91,0,9,10,30,7,2007
45725,540160,0.426,0.114,238.52,0,20,4,26,12,2007
45726,173116,1.966,0,241.01,17,22,40,15,4,2007
45727,1040706,1.408,0.058,244.27,19,10,30,8,12,2008
45728,882965,0.16,0.14,240.52,3,21,29,20,8,2008
45729,2072659,0.222,0.052,242.34,0,1,43,25,11,2010
45730,1530577,1.49,0.064,242.34,19,15,1,13,11,2009
45731,1427855,3.286,0,236.29,18,6,59,3,9,2009
45732,376240,1.396,0.248,242.61,20,0,4,4,9,2007
45733,1109425,1.304,0.07,246.28,0,3,49,25,1,2009
45734,1221922,1.336,0.278,239.46,2,6,46,13,4,2009
45735,713993,1.526,0.05,241.26,20,13,17,25,4,2008
45736,318345,0.314,0.204,235.73,0,19,9,25,7,2007
45737,805647,0.2,0.098,239.64,1,4,51,28,6,2008
45738,1634133,2.188,0.344,244.43,20,12,57,24,1,2010
45739,1926187,0.27,0.124,242.16,0,8,31,15,8,2010
45740,262828,0.206,0.106,243.14,0,5,52,17,6,2007
45741,1554704,1.34,0,239.81,18,9,8,30,11,2009
45742,1630027,0.498,0.364,246.24,2,16,31,21,1,2010
45743,1717338,1.458,0.076,238.49,18,7,42,23,3,2010
45744,1909590,0.27,0,244.01,1,19,54,3,8,2010
45745,587498,0.47,0.172,239.64,1,17,2,28,1,2008
45746,890866,0.082,0,242.62,1,9,10,26,8,2008
45747,544110,1.442,0.118,242.11,18,13,54,29,12,2007
45748,1012347,0.612,0.06,238.27,0,17,51,18,11,2008
45749,1066051,0.292,0.096,247.3,2,0,55,26,12,2008
45750,851620,1.038,0.088,237.19,12,3,4,30,7,2008
45751,11046,2.138,0.102,239.58,18,9,30,24,12,2006
45752,991057,0.256,0.05,240.24,0,23,1,3,11,2008
45753,456367,0.292,0.098,242.74,1,15,31,29,10,2007
45754,1360583,0.364,0.094,242.55,0,13,47,18,7,2009
45755,1033352,3.392,0.102,235.6,18,7,56,3,12,2008
45756,434005,0.296,0.066,242.14,0,2,49,14,10,2007
45757,316929,1.44,0.226,235.43,17,19,33,24,7,2007
45758,1543689,2.168,0,237.84,18,17,33,22,11,2009
45759,407125,1.714,0.056,234.77,17,10,49,25,9,2007
45760,2015412,2.094,0,239.93,18,7,36,16,10,2010
45761,1351262,0.868,0.294,243.55,11,2,26,12,7,2009
45762,502539,1.3,0.054,242.33,18,17,3,30,11,2007
45763,59420,0.768,0.302,245.48,2,23,44,26,1,2007
45764,2000333,3.006,0.348,238.58,30,20,17,5,10,2010
45765,1663802,0.612,0.214,246.03,3,3,26,14,2,2010
45766,1702943,2.078,0,243.25,19,7,47,13,3,2010
45767,188857,0.526,0.102,233.62,0,21,1,26,4,2007
45768,1606764,1.522,0.134,247.08,20,12,48,5,1,2010
45769,798629,1.366,0.06,236.88,18,7,53,23,6,2008
45770,1302048,1.598,0.056,237.34,0,22,12,7,6,2009
45771,1343768,0.786,0.336,242.98,2,21,32,6,7,2009
45772,1321655,0.184,0,244.18,1,12,59,21,6,2009
45773,1151497,2.424,0.056,235.81,19,9,1,23,2,2009
45774,255866,0.542,0.312,236.22,1,9,50,12,6,2007
45775,2050436,0.468,0.082,239.18,0,15,20,9,11,2010
45776,1340529,0.376,0.342,238.59,3,15,33,4,7,2009
45777,1470858,0.332,0.24,244.02,1,3,42,3,10,2009
45778,914263,2.362,0,236.06,38,15,7,11,9,2008
45779,2038533,0.43,0.218,241.25,1,8,57,1,11,2010
45780,298636,0.132,0,241.09,0,2,40,12,7,2007
45781,1041616,0.314,0.092,246.25,0,1,40,9,12,2008
45782,1491936,2.034,0.164,234.75,19,19,0,17,10,2009
45783,1257272,0.578,0.16,240.88,2,19,56,7,5,2009
45784,1965268,0.698,0.208,239.91,8,11,52,11,9,2010
45785,29726,0.246,0.054,244.48,0,8,50,6,1,2007
45786,2022189,0.58,0.312,241.21,3,0,33,21,10,2010
45787,178776,0.98,0.134,237.86,0,21,0,19,4,2007
45788,2060972,0.552,0.148,245.49,0,22,56,16,11,2010
45789,963226,0.846,0.156,241.48,2,15,10,15,10,2008
45790,155112,1.272,0,238.91,18,10,36,3,4,2007
45791,290988,0.178,0,241.17,0,19,12,6,7,2007
45792,1536745,2.68,0.066,240.89,18,21,49,17,11,2009
45793,1793308,0.372,0.112,242.76,0,1,52,15,5,2010
45794,566401,0.22,0,243.05,0,1,25,14,1,2008
45795,1441425,0.464,0.206,242.8,2,17,9,12,9,2009
45796,956719,0.424,0.228,240.02,3,2,43,11,10,2008
45797,1860713,0.972,0.156,240.94,2,21,17,30,6,2010
45798,726322,0.692,0.064,242.16,8,2,46,4,5,2008
45799,1856206,1.462,0.328,237.66,20,18,10,27,6,2010
45800,909600,1.266,0.064,238.54,18,9,24,8,9,2008
45801,487622,2.278,0.07,240.29,17,8,26,20,11,2007
45802,603735,3.132,0,240.1,18,23,39,8,2,2008
45803,1864562,0.396,0.11,244.07,1,13,26,3,7,2010
45804,268853,0.188,0.114,240.21,1,10,17,21,6,2007
45805,914592,2.442,0,237.54,28,20,36,11,9,2008
45806,1961922,0.25,0.056,240.84,2,4,6,9,9,2010
45807,461479,0.204,0,241.74,0,4,43,2,11,2007
45808,1579769,1.346,0,245.15,1,18,53,17,12,2009
45809,1153547,1.394,0.314,240.82,0,19,11,24,2,2009
45810,1251988,1.652,0,239.93,1,3,52,4,5,2009
45811,964076,0.4,0.112,239.48,3,5,20,16,10,2008
45812,1149742,0.418,0.078,243.93,0,3,46,22,2,2009
45813,1212496,0.37,0.108,241.62,0,17,40,6,4,2009
45814,1416601,0.944,0.292,243.87,12,11,25,26,8,2009
45815,853586,1.148,0.21,239.16,13,11,50,31,7,2008
45816,1409535,0.214,0.104,239.66,2,13,39,21,8,2009
45817,856403,0.384,0.36,241.78,1,10,47,2,8,2008
45818,57532,1.46,0.174,247.37,19,16,16,25,1,2007
45819,882697,0.264,0.276,241.67,2,17,1,20,8,2008
45820,2046010,0.99,0,240.42,0,13,34,6,11,2010
45821,821392,0.24,0.14,240.21,0,3,16,9,7,2008
45822,1344562,1.328,0.114,241.76,19,10,46,7,7,2009
45823,242335,0.494,0,235.89,0,0,19,3,6,2007
45824,1193494,1.442,0.094,241.19,18,12,58,24,3,2009
45825,1120330,1.584,0.09,241.43,0,17,34,1,2,2009
45826,1717510,1.544,0,242.28,18,10,34,23,3,2010
45827,468131,1.51,0.15,239.31,1,19,35,6,11,2007
45828,432785,0.404,0.194,240.86,0,6,29,13,10,2007
45829,1734653,0.458,0,246.81,0,8,17,4,4,2010
45830,750344,0.266,0.156,245.09,1,19,8,20,5,2008
45831,1573323,0.25,0,245.85,1,7,27,13,12,2009
45832,586508,1.046,0.084,246.32,0,0,32,28,1,2008
45833,181099,2.832,0.212,240.57,38,11,43,21,4,2007
45834,1560618,0.876,0.264,242.8,2,11,42,4,12,2009
45835,1576023,0.4,0.152,247.59,0,4,27,15,12,2009
45836,1152787,0.23,0,244.26,0,6,31,24,2,2009
45837,1292395,0.21,0.096,242.08,0,5,19,1,6,2009
45838,446971,0.298,0.08,243.98,0,2,55,23,10,2007
45839,1854001,0.254,0.122,242.74,1,5,25,26,6,2010
45840,1702725,0.248,0,244.08,1,4,9,13,3,2010
45841,649583,2.86,0.246,234.77,18,19,47,11,3,2008
45842,1045572,1.87,0.274,242.13,0,19,36,11,12,2008
45843,1430199,0.48,0.142,242.9,1,22,3,4,9,2009
45844,1155404,0.296,0.088,244.43,0,2,8,26,2,2009
45845,1352095,0.304,0.248,244.18,0,16,19,12,7,2009
45846,1189670,3.01,0.242,239.57,18,21,14,21,3,2009
45847,1193177,2.826,0.136,240.61,18,7,41,24,3,2009
45848,429467,0.446,0.134,242.82,0,23,11,10,10,2007
45849,342757,0.204,0.12,236.04,0,18,1,11,8,2007
45850,572372,0.4,0.05,241.78,0,4,56,18,1,2008
45851,812496,0.552,0.276,240.09,2,23,0,2,7,2008
45852,422801,1.428,0,238.14,18,8,5,6,10,2007
45853,750794,0.154,0,240.77,1,2,38,21,5,2008
45854,1851126,0.276,0.108,241.32,2,5,30,24,6,2010
45855,1561812,3.41,0.196,241.64,19,7,36,5,12,2009
45856,1409192,1.462,0.218,239.04,21,7,56,21,8,2009
45857,773610,0.308,0.14,242.2,1,22,54,5,6,2008
45858,170823,0.376,0.22,242.45,1,8,27,14,4,2007
45859,600994,0.408,0.212,243.61,0,1,58,7,2,2008
45860,1680406,2.118,0,244.46,19,16,10,25,2,2010
45861,1882921,0.374,0.144,240.95,4,7,25,16,7,2010
45862,710703,0.454,0.252,243.73,3,6,27,23,4,2008
45863,735921,2.194,0.27,238.92,29,18,45,10,5,2008
45864,399355,1.24,0.076,239.29,18,1,19,20,9,2007
45865,219664,0.3,0,238.47,0,6,28,18,5,2007
45866,1697078,0.378,0.128,245.6,1,6,2,9,3,2010
45867,468382,0.346,0.102,244.3,0,23,46,6,11,2007
45868,496315,1.456,0.068,238.65,18,9,19,26,11,2007
45869,1059435,2.47,0.156,235.92,17,10,39,21,12,2008
45870,220229,1.358,0.048,236.56,17,15,53,18,5,2007
45871,1816533,0.258,0.092,240.14,2,4,57,31,5,2010
45872,1907655,0.244,0.114,242.27,2,11,39,2,8,2010
45873,1153644,1.494,0.18,240.44,1,20,48,24,2,2009
45874,1063198,0.39,0.208,241.3,2,1,22,24,12,2008
45875,702358,0.368,0.122,242.53,0,11,22,17,4,2008
45876,1739392,0.574,0.174,242.87,5,15,16,7,4,2010
45877,977900,1.226,0.07,235.79,17,19,44,25,10,2008
45878,447393,1.358,0.07,238.88,19,9,57,23,10,2007
45879,1084826,0.396,0.106,247.67,0,1,50,8,1,2009
45880,134571,0.242,0,243.79,0,4,15,20,3,2007
45881,954472,1.776,0.062,240.7,18,13,16,9,10,2008
45882,554344,1.464,0,239.86,18,16,28,5,1,2008
45883,1668842,2.164,0,244.01,33,15,26,17,2,2010
